"Departamento","Municipio","Variable","Unidades","Num_Excedencias","Por_Excedencias","Mediana","Percentil98","Max","Min","Dias_Excedencia","Año"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,48.1,102.4,199.1,17.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,49.2,83.7,84.1,32.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,9.6,51.9,105.6,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,11.3,41.6,79.9,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,86.3,202,441,10.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",118,37.58,93,141.2,240,31,118,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,30.8,72.1,152.3,1.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",3,0.95,33,48.7,77,11,3,"2014"
"Cundinamarca","Bogotá, d.c.","PST","ugm3",0,0,126,297.4,509,15,0,"2014"
"Cundinamarca","Bogotá, d.c.","PST","ugm3",0,0,138,207.8,272,49,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,9.9,36.9,314.5,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,10.4,34.1,148.6,0.4,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,11.1,25.8,27,3.8,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,3.4,6.9,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.9,2.9,4.7,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,19.6,194.8,315.2,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,31.8,79.8,123.6,1.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,34.2,58.3,63.2,12.7,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",16,0.21,18,73.5,156.6,0,8,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",30,0.39,20.5,61.2,120.4,0.1,6,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,32.8,108.2,271.2,2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",1,0.36,37,80.9,182,8,1,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,16.5,58.4,118.4,1,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",1,0.33,18,45,51,6,1,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.6,13.5,51.8,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.7,12.6,32.5,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4.2,10,11.7,0.6,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1.5,2.8,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1,1.6,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",16,0.43,16.1,93,164.5,0.3,7,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",50,1.32,19.3,75.2,128.9,0.9,12,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,53.3,156.5,366.3,7.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",4,2.56,59.5,107.1,243,19,4,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.6,20.8,92.3,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.8,19.5,45.5,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4.8,10.8,17.7,1.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,11,174.6,511.7,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,22.1,54.1,106.2,1.6,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,22.4,37.4,44.1,9.8,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",13,0.16,19.6,78.4,159,0,10,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",46,0.55,20.8,66.3,107.1,0.4,12,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,23.5,97,245.2,2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",1,0.42,26,66.3,133,8,1,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,15.3,55.8,90.2,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,17,36,37,5,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,2.8,5.1,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.9,2.1,2.7,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,28,148.9,404.8,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,32.7,67.6,101.9,7.4,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,33.5,51.8,54.2,16.7,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,62,172.5,285,11,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",49,14.76,68,125.8,161,27,49,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,27.8,76.1,159,2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",17,5.21,30,57,67,10,17,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,5,31.8,258,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,5.4,30.7,158.1,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,6,22.2,32.2,1.4,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.6,2,4.1,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,1.6,3.1,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,16.3,125.1,292.3,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,41.1,105.3,155.9,1.4,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,40.7,82.3,92.7,18.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",7,0.1,20.7,72.6,168.3,0,3,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",23,0.33,22.7,62.5,126.9,0.4,5,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,26.2,96.2,211.5,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",1,0.31,29,76.2,101,6,1,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,15,54.7,143.4,0.9,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",1,0.4,17,41,52,5,1,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.5,13.5,44.8,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.5,13.3,35.1,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.8,10.3,13.4,0.7,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",1,0.01,17.2,58,123.1,0.8,1,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",3,0.05,18.2,51,90,1,1,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,33.5,118.5,258.7,6.5,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",2,0.56,37,89,120,17,2,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,11,55.7,166.5,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",1,0.37,13,41,56,5,1,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2.8,8.1,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,2.1,4.1,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,20.1,164.9,408.1,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,37.6,81.6,163.9,0.8,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,38.4,60.8,94.4,13.9,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",2,0.02,10.3,51.1,126.2,0.1,1,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",4,0.05,12.3,44.3,96.6,0.6,1,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,53.7,160.3,320.2,4.8,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",23,6.97,59,118.1,196,19,23,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.3,15,51.8,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.4,13.3,36.4,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4,8.2,12.4,0.7,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2.2,4.5,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2,2.7,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",1,0.01,17.8,54.3,127.8,0.1,1,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,18.5,49.9,78.1,1.7,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,32,123.4,346,2.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",2,0.7,37,78.6,207,14,2,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,6.5,32.1,64.2,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,7,20.3,44,2,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1.5,5.2,20.9,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1.5,4.9,15.8,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,1.6,3.9,7.3,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,4.8,48.9,140.9,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,24.8,59.5,112.9,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,26.1,44.8,54.4,10.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,18.9,70.3,119.9,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",12,0.14,20.3,60.7,89.3,0.3,4,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,43.3,120.7,349.8,8.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",2,0.59,47,93,142,18,2,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,18.3,58,124.2,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",2,0.72,19,43,55,7,2,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.5,40.5,135,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4.1,37.8,115.7,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,6.3,20.1,31.9,0.9,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.6,2.8,7.8,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2.2,4,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,11.3,136.6,329.8,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,31.3,77.3,177.8,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,33.3,56.6,73.1,5.9,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",1,0.01,15.7,51.8,128.4,0.4,1,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",5,0.06,16.5,45.7,94.7,0.8,1,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,41.8,158.5,321.7,4.5,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",13,4.78,46,111.2,213,18,13,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,17.9,69.8,170.2,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",9,2.61,20,51,62,8,9,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.3,10.7,33.1,0.2,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.4,10.3,28.5,0.3,0,"2014"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.7,6.8,9,0.5,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1.8,3.1,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1.5,2.2,0,0,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",16,0.2,29,78,179.1,0,7,"2014"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",62,0.79,28.9,70.2,133.4,0.5,11,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,30.7,99.4,194.3,2.7,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",1,0.32,33.5,75,125,13,1,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,9.8,44.9,77.8,0.1,0,"2014"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,11,34,46,3,0,"2014"
"Antioquia","Barbosa","PM10","ugm3",0,0,25,50.5,60,10,0,"2015"
"Antioquia","Barbosa","O3","ugm3",6,0.07,24.9,87.4,146.1,0.2,5,"2015"
"Antioquia","Barbosa","O3","ugm3",96,1.13,29.8,76.2,112.1,0.8,29,"2015"
"Antioquia","Bello","NO","ugm3",0,0,3.3,41.7,146.6,0,0,"2015"
"Antioquia","Bello","NO2","ugm3",0,0,14,48.6,164.1,0,0,"2015"
"Antioquia","Bello","NO2","ugm3",0,0,15.6,30.9,38.1,3.4,0,"2015"
"Antioquia","Bello","O3","ugm3",39,0.49,22.6,88.2,243.9,0,26,"2015"
"Antioquia","Bello","O3","ugm3",45,0.57,27.1,71.4,125.9,0.1,12,"2015"
"Antioquia","Bello","PM10","ugm3",0,0,42,98.8,201,2,0,"2015"
"Antioquia","Bello","PM10","ugm3",0,0,44,84.7,100,25,0,"2015"
"Antioquia","Caldas","O3","ugm3",216,2.67,21.8,125.8,213.4,0,90,"2015"
"Antioquia","Caldas","O3","ugm3",627,7.76,30.1,101,153.1,0.9,134,"2015"
"Antioquia","Caldas","PM2.5","ugm3",0,0,27,73,152,1,0,"2015"
"Antioquia","Caldas","PM2.5","ugm3",12,3.68,28,56,92,6,12,"2015"
"Antioquia","Caldas","PM10","ugm3",0,0,45,66.2,89,20,0,"2015"
"Antioquia","Copacabana","PM10","ugm3",0,0,29,59.9,70,7,0,"2015"
"Antioquia","La estrella","PM10","ugm3",0,0,48,76.4,81,19,0,"2015"
"Antioquia","Sabaneta","CO","mgm3",0,0,1.3,2.2,3.2,0,0,"2015"
"Antioquia","Sabaneta","CO","mgm3",0,0,1.3,2,2.6,0.1,0,"2015"
"Antioquia","Sabaneta","NO","ugm3",0,0,36.4,149.8,283.6,0.1,0,"2015"
"Antioquia","Sabaneta","NO2","ugm3",0,0,28.4,72.2,123.7,0.2,0,"2015"
"Antioquia","Sabaneta","NO2","ugm3",0,0,31.2,47.5,54.8,7.6,0,"2015"
"Antioquia","Sabaneta","PM2.5","ugm3",0,0,49,103.2,172,1,0,"2015"
"Antioquia","Sabaneta","PM2.5","ugm3",148,45.26,50,83,98,23,148,"2015"
"Antioquia","Medellín","CO","mgm3",0,0,2.1,3.5,4.2,0.1,0,"2015"
"Antioquia","Medellín","CO","mgm3",0,0,2.2,3,3,0.2,0,"2015"
"Antioquia","Medellín","NO","ugm3",0,0,6.2,46,68.8,1.2,0,"2015"
"Antioquia","Medellín","NO2","ugm3",0,0,20.7,45.6,58.3,1.9,0,"2015"
"Antioquia","Medellín","NO2","ugm3",0,0,23.9,35.9,36.6,8.3,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,37,70,92,10,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,41,46,46,28,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",0,0,21,44.8,80,4,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",0,0,22,27.5,28,15,0,"2015"
"Antioquia","Girardota","PM10","ugm3",0,0,47,112,469,2,0,"2015"
"Antioquia","Girardota","PM10","ugm3",4,1.16,48,87.6,105,27,4,"2015"
"Antioquia","Girardota","CO","mgm3",0,0,0.5,1.1,1.9,0.1,0,"2015"
"Antioquia","Girardota","CO","mgm3",0,0,0.5,1,1.6,0.1,0,"2015"
"Antioquia","Girardota","NO","ugm3",0,0,7.8,63.2,113.6,0.1,0,"2015"
"Antioquia","Girardota","NO2","ugm3",0,0,18.1,52.6,107.4,0.2,0,"2015"
"Antioquia","Girardota","NO2","ugm3",0,0,19.1,33.7,41.8,7.5,0,"2015"
"Antioquia","Girardota","O3","ugm3",0,0,19.6,78.3,110.7,1.2,0,"2015"
"Antioquia","Girardota","O3","ugm3",6,0.24,22.4,65.2,97.5,1.7,1,"2015"
"Antioquia","Girardota","PM2.5","ugm3",0,0,19,48.8,83,1,0,"2015"
"Antioquia","Girardota","PM2.5","ugm3",0,0,20,33,34,12,0,"2015"
"Antioquia","Girardota","SO2","ugm3",0,0,15.7,87.7,353.3,5.2,0,"2015"
"Antioquia","Girardota","SO2","ugm3",0,0,17.2,70.8,206.1,5.2,0,"2015"
"Antioquia","Girardota","SO2","ugm3",0,0,22.2,40.3,44.1,6.9,0,"2015"
"Antioquia","Itagüí","NO","ugm3",0,0,6.8,77.5,164.8,0,0,"2015"
"Antioquia","Itagüí","NO2","ugm3",0,0,26.5,71.7,114.2,0,0,"2015"
"Antioquia","Itagüí","NO2","ugm3",0,0,28.5,47.8,56,7.2,0,"2015"
"Antioquia","Itagüí","PM2.5","ugm3",0,0,25,68,88,1,0,"2015"
"Antioquia","Itagüí","PM2.5","ugm3",6,1.92,26,47.8,62,9,6,"2015"
"Antioquia","Itagüí","O3","ugm3",386,4.53,32.1,141.1,227.5,0.4,148,"2015"
"Antioquia","Itagüí","O3","ugm3",904,10.64,36.9,109,147.4,1.1,172,"2015"
"Antioquia","Itagüí","PM10","ugm3",0,0,45,108,128,4,0,"2015"
"Antioquia","Itagüí","PM10","ugm3",0,0,48,84.1,95,26,0,"2015"
"Antioquia","Itagüí","PM2.5","ugm3",0,0,22,58,98,1,0,"2015"
"Antioquia","Itagüí","PM2.5","ugm3",5,1.44,23,48.1,57,7,5,"2015"
"Antioquia","Itagüí","PM10","ugm3",0,0,46,61.8,64,20,0,"2015"
"Antioquia","Itagüí","PST","ugm3",0,0,67.5,103,110,30,0,"2015"
"Antioquia","Itagüí","PM10","ugm3",0,0,43,66.6,77,13,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,38,68.8,98,17,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,59,138,263,8,0,"2015"
"Antioquia","Medellín","PM10","ugm3",8,2.27,63,101,112,34,8,"2015"
"Antioquia","Medellín","O3","ugm3",69,2.91,20,127,215,1.6,36,"2015"
"Antioquia","Medellín","O3","ugm3",124,5.23,27.8,90.2,116.1,2.5,35,"2015"
"Antioquia","Medellín","PM2.5","ugm3",0,0,20,46,83,1,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",0,0,21,29.3,35,11,0,"2015"
"Antioquia","Medellín","CO","mgm3",0,0,1.1,2.7,6.2,0.1,0,"2015"
"Antioquia","Medellín","CO","mgm3",0,0,1.2,2.2,3.8,0.4,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,28,40.1,41,13,0,"2015"
"Antioquia","Medellín","NO","ugm3",0,0,26.1,152.6,292.4,0,0,"2015"
"Antioquia","Medellín","NO2","ugm3",2,0.02,46.8,103.1,258.5,5.4,1,"2015"
"Antioquia","Medellín","NO2","ugm3",0,0,50,71.9,93.1,16.6,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,44,102,210,1,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,46,75,88,23,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",0,0,28,70,75,1,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",12,5.06,28,56.3,63,9,12,"2015"
"Antioquia","Medellín","CO","mgm3",0,0,1.6,4,8.1,0.1,0,"2015"
"Antioquia","Medellín","CO","mgm3",0,0,1.7,3.2,4.6,0.5,0,"2015"
"Antioquia","Medellín","NO","ugm3",0,0,25.8,153.4,292.1,1.2,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,39,68.7,76,19,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",0,0,22,33,36,6,0,"2015"
"Antioquia","Medellín","O3","ugm3",43,0.62,18.5,95.9,197.5,0.2,30,"2015"
"Antioquia","Medellín","O3","ugm3",49,0.71,23.3,69.8,107.6,0.3,17,"2015"
"Antioquia","Medellín","NO","ugm3",0,0,20.4,152.4,261.4,0,0,"2015"
"Antioquia","Medellín","NO2","ugm3",1,0.01,32.3,100.4,238.2,0.1,1,"2015"
"Antioquia","Medellín","NO2","ugm3",0,0,36.7,59.5,80.6,17.2,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,47.2,142.8,175.5,0.1,0,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,53,86.6,99,28,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",1,0.85,25,44,51,12,1,"2015"
"Antioquia","Medellín","NO","ugm3",0,0,14.7,127.8,226.3,0,0,"2015"
"Antioquia","Medellín","NO2","ugm3",0,0,36.8,80.6,157.1,7,0,"2015"
"Antioquia","Medellín","NO2","ugm3",0,0,39.4,56.2,63.4,22.7,0,"2015"
"Antioquia","Medellín","O3","ugm3",43,0.51,13.9,85.2,232.5,0,30,"2015"
"Antioquia","Medellín","O3","ugm3",32,0.39,18.4,62.8,116.6,0.2,9,"2015"
"Antioquia","Medellín","PM2.5","ugm3",0,0,29,66,78,4,0,"2015"
"Antioquia","Medellín","PM2.5","ugm3",12,3.61,30.5,53.4,59,16,12,"2015"
"Antioquia","Medellín","O3","ugm3",58,1.39,22.6,110.3,263.4,1.6,30,"2015"
"Antioquia","Medellín","O3","ugm3",114,2.76,29.1,84.9,142.1,2.4,29,"2015"
"Antioquia","Medellín","PM10","ugm3",0,0,31.5,59,70,17,0,"2015"
"Huila","Neiva","PM10","ugm3",0,0,27.5,51.8,61,7,0,"2015"
"Huila","Neiva","PM10","ugm3",0,0,14,32,42,5,0,"2015"
"Cundinamarca","Soacha","NO2","ugm3",0,0,13.2,30.1,33.8,1.9,0,"2015"
"Cundinamarca","Soacha","PM10","ugm3",1,0.3,46,86.4,113,15,1,"2015"
"Cundinamarca","Soacha","NO2","ugm3",0,0,4,6.6,6.7,0,0,"2015"
"Cundinamarca","Soacha","PM10","ugm3",0,0,62,91,92,13,0,"2015"
"Cundinamarca","Soacha","PST","ugm3",0,0,87,129,143,30,0,"2015"
"Cundinamarca","Sibaté","PM10","ugm3",26,8.31,66,119.8,141,9,26,"2015"
"Cundinamarca","Mosquera","NO2","ugm3",0,0,5.8,11.8,12.3,0,0,"2015"
"Cundinamarca","Mosquera","PM10","ugm3",0,0,31,47,49,4,0,"2015"
"Cundinamarca","Mosquera","PST","ugm3",0,0,37,63,67,12,0,"2015"
"Cundinamarca","La calera","NO2","ugm3",0,0,9.9,10.2,10.4,9.4,0,"2015"
"Cundinamarca","La calera","PM10","ugm3",0,0,39,40,40,37,0,"2015"
"Cundinamarca","Nemocón","NO2","ugm3",0,0,13.2,13.6,13.8,12.5,0,"2015"
"Cundinamarca","Nemocón","PM10","ugm3",0,0,77,80,81,74,0,"2015"
"Cundinamarca","Zipaquirá","PM10","ugm3",0,0,38.5,69.5,79,16,0,"2015"
"Boyacá","Ráquira","NO2","ugm3",0,0,14.1,14.7,14.7,13.4,0,"2015"
"Boyacá","Ráquira","PM10","ugm3",0,0,81,83,84,79,0,"2015"
"Cundinamarca","Cogua","PM10","ugm3",3,0.96,53,90.5,109,5,3,"2015"
"Cundinamarca","Cajicá","NO2","ugm3",0,0,9.9,10.3,10.4,9.3,0,"2015"
"Cundinamarca","Cajicá","PM10","ugm3",0,0,56,58,59,54,0,"2015"
"Cundinamarca","Funza","NO2","ugm3",0,0,4.7,10.9,14.2,0.6,0,"2015"
"Cundinamarca","Funza","PM10","ugm3",0,0,46.5,77,87,10,0,"2015"
"Cundinamarca","Funza","PST","ugm3",0,0,61.5,106.3,109,6,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,5.8,11.6,11.9,0.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,55,93.2,94,9,0,"2015"
"Cundinamarca","Mosquera","NO2","ugm3",0,0,4,7,7,1,0,"2015"
"Cundinamarca","Mosquera","PM10","ugm3",0,0,26,66.1,81,10,0,"2015"
"Cundinamarca","Mosquera","PST","ugm3",0,0,33,66.9,76,14,0,"2015"
"Cundinamarca","Madrid","NO2","ugm3",0,0,8.5,14.5,14.7,0.1,0,"2015"
"Cundinamarca","Madrid","PM10","ugm3",0,0,46.5,77,87,10,0,"2015"
"Cundinamarca","Madrid","PST","ugm3",0,0,61.5,106.3,109,6,0,"2015"
"Cundinamarca","Sopó","NO2","ugm3",0,0,10.9,25,28.6,0.3,0,"2015"
"Cundinamarca","Sopó","PM10","ugm3",9,2.88,64,103.3,149,8,9,"2015"
"Cundinamarca","Tausa","NO2","ugm3",0,0,6.6,7.5,8.1,5.3,0,"2015"
"Cundinamarca","Tausa","PM10","ugm3",0,0,55,61,65,45,0,"2015"
"Risaralda","Dosquebradas","PM10","ugm3",0,0,39,56.1,60,23,0,"2015"
"Risaralda","La virginia","PM10","ugm3",0,0,22,44,47,12,0,"2015"
"Risaralda","La virginia","PST","ugm3",0,0,37,56.6,59,16,0,"2015"
"Risaralda","Pereira","PM10","ugm3",0,0,31,43,48,11,0,"2015"
"Risaralda","Pereira","PM10","ugm3",0,0,30.5,47,52,9,0,"2015"
"Risaralda","Santa rosa de cabal","PM10","ugm3",0,0,36.5,56.9,62,16,0,"2015"
"Santander","Bucaramanga","PM10","ugm3",0,0,39.5,90.2,145.2,0.1,0,"2015"
"Santander","Bucaramanga","PM10","ugm3",0,0,44,68,73,9,0,"2015"
"Santander","Bucaramanga","CO","mgm3",0,0,0.7,1.9,3.3,0.1,0,"2015"
